acc_scores,f1_scores,fold_number,dataset_name,classes,dataset_len,percent_labeled_samples,exec_time_secs_9_runs
0.8457127252867286,0.6586102719033232,0,trip_ad_hotel_rev_bin_Train,2,18307,0.1,361.6120800971985
0.8659202621518296,0.6925485284909205,1,trip_ad_hotel_rev_bin_Train,2,18307,0.1,361.6120800971985
0.8574160065555859,0.6749688667496887,2,trip_ad_hotel_rev_bin_Train,2,18307,0.1,361.6120800971985
0.8762633160338705,0.7152734129478315,3,trip_ad_hotel_rev_bin_Train,2,18307,0.1,361.6120800971985
0.8770827642720568,0.7137404580152673,4,trip_ad_hotel_rev_bin_Train,2,18307,0.1,361.6120800971985
0.9074276351720372,0.7750497677504978,0,trip_ad_hotel_rev_bin_Train,2,18307,0.2,361.6120800971985
0.9052430365920262,0.7688207861425717,1,trip_ad_hotel_rev_bin_Train,2,18307,0.2,361.6120800971985
0.9013930620049166,0.7588510354041417,2,trip_ad_hotel_rev_bin_Train,2,18307,0.2,361.6120800971985
0.9114995902758809,0.784,3,trip_ad_hotel_rev_bin_Train,2,18307,0.2,361.6120800971985
0.9120458891013384,0.7836021505376343,4,trip_ad_hotel_rev_bin_Train,2,18307,0.2,361.6120800971985
0.9279082468596396,0.8179310344827587,0,trip_ad_hotel_rev_bin_Train,2,18307,0.3,361.6120800971985
0.922992900054615,0.8052486187845302,1,trip_ad_hotel_rev_bin_Train,2,18307,0.3,361.6120800971985
0.926249658563234,0.8106591865357644,2,trip_ad_hotel_rev_bin_Train,2,18307,0.3,361.6120800971985
0.9265228079759629,0.8143547273982058,3,trip_ad_hotel_rev_bin_Train,2,18307,0.3,361.6120800971985
0.9336246927069107,0.8282685512367491,4,trip_ad_hotel_rev_bin_Train,2,18307,0.3,361.6120800971985
0.9339158929546696,0.8300561797752809,0,trip_ad_hotel_rev_bin_Train,2,18307,0.4,361.6120800971985
0.9303659202621518,0.8225469728601253,1,trip_ad_hotel_rev_bin_Train,2,18307,0.4,361.6120800971985
0.9330783938814532,0.8270995059985885,2,trip_ad_hotel_rev_bin_Train,2,18307,0.4,361.6120800971985
0.9360830374214696,0.8365921787709497,3,trip_ad_hotel_rev_bin_Train,2,18307,0.4,361.6120800971985
0.9399071291996722,0.8433048433048433,4,trip_ad_hotel_rev_bin_Train,2,18307,0.4,361.6120800971985
0.9415619879847078,0.8464849354375897,0,trip_ad_hotel_rev_bin_Train,2,18307,0.5,361.6120800971985
0.9377389404696886,0.8389830508474577,1,trip_ad_hotel_rev_bin_Train,2,18307,0.5,361.6120800971985
0.9352635891832832,0.8325088339222614,2,trip_ad_hotel_rev_bin_Train,2,18307,0.5,361.6120800971985
0.9388145315487572,0.842031029619182,3,trip_ad_hotel_rev_bin_Train,2,18307,0.5,361.6120800971985
0.9396339797869434,0.8420300214438884,4,trip_ad_hotel_rev_bin_Train,2,18307,0.5,361.6120800971985
0.9382850901146914,0.8397163120567377,0,trip_ad_hotel_rev_bin_Train,2,18307,0.6,361.6120800971985
0.9377389404696886,0.8396624472573839,1,trip_ad_hotel_rev_bin_Train,2,18307,0.6,361.6120800971985
0.9374487844851134,0.8377037562012757,2,trip_ad_hotel_rev_bin_Train,2,18307,0.6,361.6120800971985
0.9437312209778749,0.8543140028288544,3,trip_ad_hotel_rev_bin_Train,2,18307,0.6,361.6120800971985
0.9429117727396886,0.849748382458663,4,trip_ad_hotel_rev_bin_Train,2,18307,0.6,361.6120800971985
0.9418350628072092,0.8494699646643109,0,trip_ad_hotel_rev_bin_Train,2,18307,0.7,361.6120800971985
0.9369197160021846,0.8367491166077738,1,trip_ad_hotel_rev_bin_Train,2,18307,0.7,361.6120800971985
0.9382682327232996,0.839943342776204,2,trip_ad_hotel_rev_bin_Train,2,18307,0.7,361.6120800971985
0.9426386233269598,0.8512747875354107,3,trip_ad_hotel_rev_bin_Train,2,18307,0.7,361.6120800971985
0.9442775198033324,0.8536585365853658,4,trip_ad_hotel_rev_bin_Train,2,18307,0.7,361.6120800971985
0.9442927362097214,0.8544935805991442,0,trip_ad_hotel_rev_bin_Train,2,18307,0.8,361.6120800971985
0.9404696886947024,0.8445078459343796,1,trip_ad_hotel_rev_bin_Train,2,18307,0.8,361.6120800971985
0.9401802786124009,0.8436830835117772,2,trip_ad_hotel_rev_bin_Train,2,18307,0.8,361.6120800971985
0.9461895656924337,0.8595866001425517,3,trip_ad_hotel_rev_bin_Train,2,18307,0.8,361.6120800971985
0.9467358645178913,0.8592057761732852,4,trip_ad_hotel_rev_bin_Train,2,18307,0.8,361.6120800971985
0.9426542872747132,0.851063829787234,0,trip_ad_hotel_rev_bin_Train,2,18307,0.9,361.6120800971985
0.9426542872747132,0.851063829787234,1,trip_ad_hotel_rev_bin_Train,2,18307,0.9,361.6120800971985
0.9423654739142311,0.8489620615604868,2,trip_ad_hotel_rev_bin_Train,2,18307,0.9,361.6120800971985
0.9456432668669762,0.8581610833927299,3,trip_ad_hotel_rev_bin_Train,2,18307,0.9,361.6120800971985
0.948101611581535,0.8633093525179856,4,trip_ad_hotel_rev_bin_Train,2,18307,0.9,361.6120800971985
0.9448388858547242,0.856125356125356,0,trip_ad_hotel_rev_bin_Train,2,18307,1.0,361.6120800971985
0.9442927362097214,0.8544935805991442,1,trip_ad_hotel_rev_bin_Train,2,18307,1.0,361.6120800971985
0.94482381862879,0.8548850574712644,2,trip_ad_hotel_rev_bin_Train,2,18307,1.0,361.6120800971985
0.949467358645179,0.8675733715103795,3,trip_ad_hotel_rev_bin_Train,2,18307,1.0,361.6120800971985
0.9472821633433488,0.8608507570295602,4,trip_ad_hotel_rev_bin_Train,2,18307,1.0,361.6120800971985
