acc_scores,f1_scores,fold_number,dataset_name,classes,dataset_len,percent_labeled_samples,exec_time_secs_9_runs
0.5659917052939741,0.49154714791760223,0,trip_ad_hotel_rev_Train,5,20491,0.1,2395.9680807590485
0.5768667642752562,0.48896581234942504,1,trip_ad_hotel_rev_Train,5,20491,0.1,2395.9680807590485
0.5741825280624695,0.4923470237496039,2,trip_ad_hotel_rev_Train,5,20491,0.1,2395.9680807590485
0.5927281600780868,0.5025024710738997,3,trip_ad_hotel_rev_Train,5,20491,0.1,2395.9680807590485
0.568081991215227,0.5009290053865436,4,trip_ad_hotel_rev_Train,5,20491,0.1,2395.9680807590485
0.5818492315198829,0.5244623180371825,0,trip_ad_hotel_rev_Train,5,20491,0.2,2395.9680807590485
0.5841874084919473,0.511217632571717,1,trip_ad_hotel_rev_Train,5,20491,0.2,2395.9680807590485
0.5719863347974622,0.501909656712872,2,trip_ad_hotel_rev_Train,5,20491,0.2,2395.9680807590485
0.5919960956564178,0.51683001809338,3,trip_ad_hotel_rev_Train,5,20491,0.2,2395.9680807590485
0.5873596876525135,0.5310613366230085,4,trip_ad_hotel_rev_Train,5,20491,0.2,2395.9680807590485
0.5830690412295682,0.5277831539333319,0,trip_ad_hotel_rev_Train,5,20491,0.3,2395.9680807590485
0.5954123962908736,0.5270023105191367,1,trip_ad_hotel_rev_Train,5,20491,0.3,2395.9680807590485
0.5893118594436311,0.5255980345067914,2,trip_ad_hotel_rev_Train,5,20491,0.3,2395.9680807590485
0.5980966325036603,0.5307061212186422,3,trip_ad_hotel_rev_Train,5,20491,0.3,2395.9680807590485
0.580283064909712,0.5156635910427423,4,trip_ad_hotel_rev_Train,5,20491,0.3,2395.9680807590485
0.5955111002683582,0.542933407740621,0,trip_ad_hotel_rev_Train,5,20491,0.4,2395.9680807590485
0.5990727183992192,0.5310320505788394,1,trip_ad_hotel_rev_Train,5,20491,0.4,2395.9680807590485
0.5905319668130795,0.5277622968238374,2,trip_ad_hotel_rev_Train,5,20491,0.4,2395.9680807590485
0.6051732552464617,0.5393365664574119,3,trip_ad_hotel_rev_Train,5,20491,0.4,2395.9680807590485
0.6000488042947779,0.5524704834476248,4,trip_ad_hotel_rev_Train,5,20491,0.4,2395.9680807590485
0.5896560136618687,0.5435178751841093,0,trip_ad_hotel_rev_Train,5,20491,0.5,2395.9680807590485
0.5946803318692044,0.5258212681071319,1,trip_ad_hotel_rev_Train,5,20491,0.5,2395.9680807590485
0.591020009760859,0.5346901854772336,2,trip_ad_hotel_rev_Train,5,20491,0.5,2395.9680807590485
0.6090775988286969,0.5497078389841881,3,trip_ad_hotel_rev_Train,5,20491,0.5,2395.9680807590485
0.5917520741825281,0.5434045218594185,4,trip_ad_hotel_rev_Train,5,20491,0.5,2395.9680807590485
0.5886801658941205,0.5441984227363157,0,trip_ad_hotel_rev_Train,5,20491,0.6,2395.9680807590485
0.5902879453391898,0.5198446041315874,1,trip_ad_hotel_rev_Train,5,20491,0.6,2395.9680807590485
0.59834065397755,0.5467652006308382,2,trip_ad_hotel_rev_Train,5,20491,0.6,2395.9680807590485
0.6088335773548073,0.5489471224379658,3,trip_ad_hotel_rev_Train,5,20491,0.6,2395.9680807590485
0.6000488042947779,0.5518579312176015,4,trip_ad_hotel_rev_Train,5,20491,0.6,2395.9680807590485
0.599170529397414,0.5539222859083002,0,trip_ad_hotel_rev_Train,5,20491,0.7,2395.9680807590485
0.6027330405075647,0.537340178346061,1,trip_ad_hotel_rev_Train,5,20491,0.7,2395.9680807590485
0.6002928257686676,0.5457992225294455,2,trip_ad_hotel_rev_Train,5,20491,0.7,2395.9680807590485
0.6078574914592484,0.5436163626172534,3,trip_ad_hotel_rev_Train,5,20491,0.7,2395.9680807590485
0.6083455344070278,0.558145248536817,4,trip_ad_hotel_rev_Train,5,20491,0.7,2395.9680807590485
0.594779214442547,0.5533012950867631,0,trip_ad_hotel_rev_Train,5,20491,0.8,2395.9680807590485
0.5993167398731089,0.5353878012909018,1,trip_ad_hotel_rev_Train,5,20491,0.8,2395.9680807590485
0.5980966325036603,0.5411344890916039,2,trip_ad_hotel_rev_Train,5,20491,0.8,2395.9680807590485
0.6127379209370425,0.5512436397506335,3,trip_ad_hotel_rev_Train,5,20491,0.8,2395.9680807590485
0.5976085895558809,0.547669620009928,4,trip_ad_hotel_rev_Train,5,20491,0.8,2395.9680807590485
0.5964869480361064,0.5555005782800645,0,trip_ad_hotel_rev_Train,5,20491,0.9,2395.9680807590485
0.6044411908247925,0.5402069883589674,1,trip_ad_hotel_rev_Train,5,20491,0.9,2395.9680807590485
0.5963884821864324,0.5418499841797592,2,trip_ad_hotel_rev_Train,5,20491,0.9,2395.9680807590485
0.612249877989263,0.5526897424662558,3,trip_ad_hotel_rev_Train,5,20491,0.9,2395.9680807590485
0.6041971693509028,0.5524714392317038,4,trip_ad_hotel_rev_Train,5,20491,0.9,2395.9680807590485
0.5984386435716028,0.5571054275502014,0,trip_ad_hotel_rev_Train,5,20491,1.0,2395.9680807590485
0.6017569546120058,0.5340181624668443,1,trip_ad_hotel_rev_Train,5,20491,1.0,2395.9680807590485
0.6007808687164471,0.547497267461372,2,trip_ad_hotel_rev_Train,5,20491,1.0,2395.9680807590485
0.616398243045388,0.5536493437432303,3,trip_ad_hotel_rev_Train,5,20491,1.0,2395.9680807590485
0.6054172767203514,0.5540988153123655,4,trip_ad_hotel_rev_Train,5,20491,1.0,2395.9680807590485
