acc_scores,f1_scores,fold_number,dataset_name,classes,dataset_len,percent_labeled_samples,exec_time_secs_9_runs
0.8039867109634552,0.33919999999999995,0,hate_speech_18_bin_Train,2,10534,0.1,79.50089573860168
0.7527289985761747,0.2949932341001353,1,hate_speech_18_bin_Train,2,10534,0.1,79.50089573860168
0.8054105363075462,0.3692307692307692,2,hate_speech_18_bin_Train,2,10534,0.1,79.50089573860168
0.7816801139060275,0.3352601156069364,3,hate_speech_18_bin_Train,2,10534,0.1,79.50089573860168
0.751661918328585,0.3072847682119206,4,hate_speech_18_bin_Train,2,10534,0.1,79.50089573860168
0.8016136687233033,0.3448275862068966,0,hate_speech_18_bin_Train,2,10534,0.2,79.50089573860168
0.7617465590887518,0.3252688172043011,1,hate_speech_18_bin_Train,2,10534,0.2,79.50089573860168
0.7916468913146654,0.37375178316690444,2,hate_speech_18_bin_Train,2,10534,0.2,79.50089573860168
0.7821547223540579,0.3616133518776078,3,hate_speech_18_bin_Train,2,10534,0.2,79.50089573860168
0.7834757834757835,0.32941176470588235,4,hate_speech_18_bin_Train,2,10534,0.2,79.50089573860168
0.7850023730422402,0.3768913342503438,0,hate_speech_18_bin_Train,2,10534,0.3,79.50089573860168
0.751779781680114,0.3337579617834395,1,hate_speech_18_bin_Train,2,10534,0.3,79.50089573860168
0.7745609871855719,0.3758212877792378,2,hate_speech_18_bin_Train,2,10534,0.3,79.50089573860168
0.7588989084005695,0.35858585858585856,3,hate_speech_18_bin_Train,2,10534,0.3,79.50089573860168
0.7340930674264008,0.31873479318734793,4,hate_speech_18_bin_Train,2,10534,0.3,79.50089573860168
0.7902230659705742,0.3961748633879781,0,hate_speech_18_bin_Train,2,10534,0.4,79.50089573860168
0.7498813478879924,0.32522407170294493,1,hate_speech_18_bin_Train,2,10534,0.4,79.50089573860168
0.7954437588989084,0.4214765100671141,2,hate_speech_18_bin_Train,2,10534,0.4,79.50089573860168
0.7892738490745135,0.38504155124653744,3,hate_speech_18_bin_Train,2,10534,0.4,79.50089573860168
0.7749287749287749,0.368,4,hate_speech_18_bin_Train,2,10534,0.4,79.50089573860168
0.7954437588989084,0.3955119214586255,0,hate_speech_18_bin_Train,2,10534,0.5,79.50089573860168
0.7622211675367822,0.351875808538163,1,hate_speech_18_bin_Train,2,10534,0.5,79.50089573860168
0.8020882771713337,0.4417670682730923,2,hate_speech_18_bin_Train,2,10534,0.5,79.50089573860168
0.8073089700996677,0.4216524216524216,3,hate_speech_18_bin_Train,2,10534,0.5,79.50089573860168
0.7763532763532763,0.37944664031620556,4,hate_speech_18_bin_Train,2,10534,0.5,79.50089573860168
0.8134788799240626,0.42960812772133533,0,hate_speech_18_bin_Train,2,10534,0.6,79.50089573860168
0.7887992406264831,0.3862068965517242,1,hate_speech_18_bin_Train,2,10534,0.6,79.50089573860168
0.8077835785476981,0.45344129554655865,2,hate_speech_18_bin_Train,2,10534,0.6,79.50089573860168
0.8092074038917892,0.4289772727272727,3,hate_speech_18_bin_Train,2,10534,0.6,79.50089573860168
0.7915479582146249,0.39448275862068966,4,hate_speech_18_bin_Train,2,10534,0.6,79.50089573860168
0.8144280968201234,0.446958981612447,0,hate_speech_18_bin_Train,2,10534,0.7,79.50089573860168
0.7859515899383009,0.39300134589502017,1,hate_speech_18_bin_Train,2,10534,0.7,79.50089573860168
0.8239202657807309,0.4752475247524753,2,hate_speech_18_bin_Train,2,10534,0.7,79.50089573860168
0.8153773137161842,0.4434907010014306,3,hate_speech_18_bin_Train,2,10534,0.7,79.50089573860168
0.792022792022792,0.4,4,hate_speech_18_bin_Train,2,10534,0.7,79.50089573860168
0.8224964404366397,0.47471910112359544,0,hate_speech_18_bin_Train,2,10534,0.8,79.50089573860168
0.7859515899383009,0.3830369357045143,1,hate_speech_18_bin_Train,2,10534,0.8,79.50089573860168
0.8144280968201234,0.47233468286099867,2,hate_speech_18_bin_Train,2,10534,0.8,79.50089573860168
0.8191741813004272,0.4595744680851063,3,hate_speech_18_bin_Train,2,10534,0.8,79.50089573860168
0.7915479582146249,0.407557354925776,4,hate_speech_18_bin_Train,2,10534,0.8,79.50089573860168
0.8281917418130043,0.47536231884057967,0,hate_speech_18_bin_Train,2,10534,0.9,79.50089573860168
0.8020882771713337,0.4118476727785614,1,hate_speech_18_bin_Train,2,10534,0.9,79.50089573860168
0.8196487897484576,0.4808743169398908,2,hate_speech_18_bin_Train,2,10534,0.9,79.50089573860168
0.8277171333649739,0.4669603524229075,3,hate_speech_18_bin_Train,2,10534,0.9,79.50089573860168
0.7981956315289649,0.4186046511627907,4,hate_speech_18_bin_Train,2,10534,0.9,79.50089573860168
0.8277171333649739,0.47161572052401746,0,hate_speech_18_bin_Train,2,10534,1.0,79.50089573860168
0.8044613194114856,0.4180790960451977,1,hate_speech_18_bin_Train,2,10534,1.0,79.50089573860168
0.8229710488846701,0.48693259972489683,2,hate_speech_18_bin_Train,2,10534,1.0,79.50089573860168
0.829140958709065,0.4721407624633431,3,hate_speech_18_bin_Train,2,10534,1.0,79.50089573860168
0.8010446343779677,0.4220689655172413,4,hate_speech_18_bin_Train,2,10534,1.0,79.50089573860168
