acc_scores,f1_scores,fold_number,dataset_name,classes,dataset_len,percent_labeled_samples,exec_time_secs_9_runs
0,0.6506447831184057,0.6339066339066339,0,Rotten_Tomatoes_Train,2,8530,0.1,33.5540509223938
1,0.6647127784290738,0.657074340527578,1,Rotten_Tomatoes_Train,2,8530,0.1,33.5540509223938
2,0.675263774912075,0.644415917843389,2,Rotten_Tomatoes_Train,2,8530,0.1,33.5540509223938
3,0.6406799531066822,0.6236955187231431,3,Rotten_Tomatoes_Train,2,8530,0.1,33.5540509223938
4,0.6647127784290738,0.6529126213592233,4,Rotten_Tomatoes_Train,2,8530,0.1,33.5540509223938
5,0.6617819460726846,0.6587817859254879,0,Rotten_Tomatoes_Train,2,8530,0.2,33.5540509223938
6,0.6723329425556858,0.6759420289855073,1,Rotten_Tomatoes_Train,2,8530,0.2,33.5540509223938
7,0.690504103165299,0.6908665105386418,2,Rotten_Tomatoes_Train,2,8530,0.2,33.5540509223938
8,0.690504103165299,0.6933797909407665,3,Rotten_Tomatoes_Train,2,8530,0.2,33.5540509223938
9,0.6764361078546307,0.6786961583236322,4,Rotten_Tomatoes_Train,2,8530,0.2,33.5540509223938
10,0.6840562719812426,0.6893371757925073,0,Rotten_Tomatoes_Train,2,8530,0.3,33.5540509223938
11,0.7028135990621337,0.7104511707595661,1,Rotten_Tomatoes_Train,2,8530,0.3,33.5540509223938
12,0.716295427901524,0.7243735763097949,2,Rotten_Tomatoes_Train,2,8530,0.3,33.5540509223938
13,0.6764361078546307,0.6827586206896551,3,Rotten_Tomatoes_Train,2,8530,0.3,33.5540509223938
14,0.7039859320046893,0.7096032202415181,4,Rotten_Tomatoes_Train,2,8530,0.3,33.5540509223938
15,0.705158264947245,0.7090803932909194,0,Rotten_Tomatoes_Train,2,8530,0.4,33.5540509223938
16,0.7139507620164126,0.7214611872146118,1,Rotten_Tomatoes_Train,2,8530,0.4,33.5540509223938
17,0.7215709261430246,0.7329960652051715,2,Rotten_Tomatoes_Train,2,8530,0.4,33.5540509223938
18,0.6992966002344666,0.708688245315162,3,Rotten_Tomatoes_Train,2,8530,0.4,33.5540509223938
19,0.7110199296600235,0.7135386403253922,4,Rotten_Tomatoes_Train,2,8530,0.4,33.5540509223938
20,0.6975381008206331,0.6975381008206331,0,Rotten_Tomatoes_Train,2,8530,0.5,33.5540509223938
21,0.716295427901524,0.720554272517321,1,Rotten_Tomatoes_Train,2,8530,0.5,33.5540509223938
22,0.7344665885111371,0.7370864770748694,2,Rotten_Tomatoes_Train,2,8530,0.5,33.5540509223938
23,0.6922626025791325,0.6952988972721996,3,Rotten_Tomatoes_Train,2,8530,0.5,33.5540509223938
24,0.7022274325908558,0.7063583815028901,4,Rotten_Tomatoes_Train,2,8530,0.5,33.5540509223938
25,0.705158264947245,0.7063631056625803,0,Rotten_Tomatoes_Train,2,8530,0.6,33.5540509223938
26,0.7215709261430246,0.7277936962750716,1,Rotten_Tomatoes_Train,2,8530,0.6,33.5540509223938
27,0.7291910902696366,0.735091743119266,2,Rotten_Tomatoes_Train,2,8530,0.6,33.5540509223938
28,0.7069167643610785,0.7103128621089224,3,Rotten_Tomatoes_Train,2,8530,0.6,33.5540509223938
29,0.7104337631887456,0.7144508670520231,4,Rotten_Tomatoes_Train,2,8530,0.6,33.5540509223938
30,0.7233294255568582,0.7255813953488371,0,Rotten_Tomatoes_Train,2,8530,0.7,33.5540509223938
31,0.7397420867526378,0.7459954233409611,1,Rotten_Tomatoes_Train,2,8530,0.7,33.5540509223938
32,0.7397420867526378,0.7462857142857143,2,Rotten_Tomatoes_Train,2,8530,0.7,33.5540509223938
33,0.7139507620164126,0.7162790697674419,3,Rotten_Tomatoes_Train,2,8530,0.7,33.5540509223938
34,0.7256740914419695,0.7313432835820894,4,Rotten_Tomatoes_Train,2,8530,0.7,33.5540509223938
35,0.7151230949589683,0.7157894736842105,0,Rotten_Tomatoes_Train,2,8530,0.8,33.5540509223938
36,0.7362250879249707,0.7425629290617848,1,Rotten_Tomatoes_Train,2,8530,0.8,33.5540509223938
37,0.7409144196951934,0.7471395881006866,2,Rotten_Tomatoes_Train,2,8530,0.8,33.5540509223938
38,0.7221570926143025,0.7231308411214953,3,Rotten_Tomatoes_Train,2,8530,0.8,33.5540509223938
39,0.7368112543962485,0.7384973791496797,4,Rotten_Tomatoes_Train,2,8530,0.8,33.5540509223938
40,0.7262602579132473,0.7273788674839464,0,Rotten_Tomatoes_Train,2,8530,0.9,33.5540509223938
41,0.738569753810082,0.7468785471055619,1,Rotten_Tomatoes_Train,2,8530,0.9,33.5540509223938
42,0.7497069167643611,0.7530364372469636,2,Rotten_Tomatoes_Train,2,8530,0.9,33.5540509223938
43,0.7250879249706916,0.7271669575334497,3,Rotten_Tomatoes_Train,2,8530,0.9,33.5540509223938
44,0.7373974208675264,0.7401392111368909,4,Rotten_Tomatoes_Train,2,8530,0.9,33.5540509223938
45,0.7309495896834701,0.7317358270017534,0,Rotten_Tomatoes_Train,2,8530,1.0,33.5540509223938
46,0.746189917936694,0.7510063254744107,1,Rotten_Tomatoes_Train,2,8530,1.0,33.5540509223938
47,0.7532239155920282,0.7562246670526925,2,Rotten_Tomatoes_Train,2,8530,1.0,33.5540509223938
48,0.7303634232121923,0.7309941520467836,3,Rotten_Tomatoes_Train,2,8530,1.0,33.5540509223938
49,0.7397420867526378,0.7430555555555556,4,Rotten_Tomatoes_Train,2,8530,1.0,33.5540509223938
